household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,risk_score,risk_label,top_drivers
HH0700,-1.95853,30.163499,Gasabo,Kinyinya,1,3,1.9,piped,medium,middle,0.1592,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0701,-1.878666,30.099665,Gasabo,Jabana,1,2,3.2,piped,high,low,0.0855,Low,"['Low household income', 'High number of children under 5']"
HH0702,-1.833294,30.090955,Gasabo,Ndera,1,4,1.8,piped,medium,middle,0.183,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0703,-1.834961,30.164037,Gasabo,Jali,1,0,3.4,piped,low,low,0.5444,Medium,"['Poor sanitation', 'Low household income']"
HH0704,-1.946554,30.149023,Gasabo,Ndera,0,2,2.8,unprotected_well,low,low,0.8084,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0705,-1.849406,30.120772,Gasabo,Ndera,0,5,1.3,protected_well,low,low,0.8437,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0706,-1.868093,30.153984,Gasabo,Kinyinya,1,1,3.2,protected_well,high,middle,0.0484,Low,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH0707,-1.876863,30.148154,Gasabo,Kinyinya,1,5,2.6,surface,high,middle,0.5217,Medium,"['Unsafe water source', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0708,-1.94557,30.077083,Gasabo,Kinyinya,1,0,1.7,piped,medium,low,0.2802,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0709,-1.968595,30.178871,Gasabo,Ndera,1,4,2.3,piped,high,middle,0.0774,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0710,-1.968415,30.055244,Gasabo,Jali,1,2,3.2,piped,high,middle,0.0313,Low,"['Low household income', 'High number of children under 5']"
HH0711,-1.856189,30.071481,Gasabo,Jali,1,0,3.0,protected_well,low,middle,0.3534,Medium,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0712,-1.842291,30.076341,Gasabo,Jabana,1,2,2.8,piped,medium,middle,0.0973,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0713,-1.859254,30.151798,Gasabo,Gisozi,1,5,1.6,piped,low,middle,0.5742,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0714,-1.870849,30.176697,Gasabo,Jali,1,1,2.6,piped,low,low,0.6196,High,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0715,-1.962637,30.05475,Gasabo,Kinyinya,0,1,2.6,unprotected_well,medium,low,0.6421,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0716,-1.842484,30.082512,Gasabo,Jabana,0,4,3.0,surface,low,low,0.8628,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0717,-1.9341,30.147453,Gasabo,Kinyinya,1,0,2.9,surface,high,middle,0.2771,Low,"['Unsafe water source', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0718,-1.944769,30.070078,Gasabo,Ndera,1,3,3.1,protected_well,high,middle,0.0663,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH0719,-1.912972,30.188539,Gasabo,Ndera,0,1,2.4,piped,medium,low,0.2517,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0720,-1.864946,30.038534,Gasabo,Kinyinya,1,5,2.2,piped,high,middle,0.091,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0721,-1.918255,30.058147,Gasabo,Jali,1,0,3.0,piped,high,high,0.0007,Low,[]
HH0722,-1.944803,30.148369,Gasabo,Gisozi,1,3,1.8,protected_well,high,low,0.2742,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0723,-1.896691,30.157671,Gasabo,Kinyinya,1,0,2.3,piped,low,high,0.1768,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0724,-1.826546,30.12816,Gasabo,Jali,1,2,3.0,unprotected_well,medium,low,0.6394,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0725,-1.842202,30.06467,Gasabo,Jabana,1,2,1.7,piped,medium,middle,0.1548,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0726,-1.856798,30.185685,Gasabo,Kinyinya,0,4,3.0,protected_well,medium,low,0.4567,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0727,-1.883086,30.151601,Gasabo,Jabana,1,3,1.5,protected_well,high,middle,0.1382,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH0728,-1.944292,30.042165,Gasabo,Jali,1,2,2.8,unprotected_well,medium,high,0.1978,Low,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH0729,-1.847616,30.054623,Gasabo,Jali,1,1,3.1,piped,high,middle,0.024,Low,"['Low household income', 'High number of children under 5']"
HH0730,-1.941763,30.141263,Gasabo,Jali,1,0,3.4,piped,medium,high,0.0434,Low,['Poor sanitation']
HH0731,-1.97495,30.088059,Gasabo,Jali,1,3,1.6,piped,high,middle,0.0996,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0732,-1.909063,30.151342,Gasabo,Ndera,1,5,1.4,unprotected_well,low,low,0.8917,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0733,-1.820708,30.081002,Gasabo,Jali,1,2,2.0,protected_well,high,middle,0.1026,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0734,-1.874832,30.171984,Gasabo,Ndera,1,5,1.7,piped,high,middle,0.1142,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0735,-1.88905,30.106894,Gasabo,Gisozi,1,0,1.3,piped,high,low,0.1503,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0736,-1.951707,30.123231,Gasabo,Ndera,1,3,1.9,piped,low,high,0.2754,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0737,-1.925985,30.063709,Gasabo,Jabana,1,0,3.3,piped,high,middle,0.0169,Low,['Low household income']
HH0738,-1.91952,30.166338,Gasabo,Gisozi,0,1,2.3,surface,medium,low,0.7916,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0739,-1.887059,30.127749,Gasabo,Jabana,0,4,3.4,protected_well,low,low,0.7445,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0740,-1.867653,30.104767,Gasabo,Kinyinya,1,0,2.6,protected_well,high,low,0.1317,Low,"['Low household income', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0741,-1.926559,30.085261,Gasabo,Kinyinya,1,1,3.3,piped,high,high,0.0073,Low,['High number of children under 5']
HH0742,-1.947051,30.181239,Gasabo,Ndera,1,3,1.7,piped,low,middle,0.4748,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0743,-1.972,30.112197,Gasabo,Jabana,1,3,1.8,protected_well,high,high,0.0932,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH0744,-1.838889,30.152342,Gasabo,Kinyinya,0,5,2.7,protected_well,medium,low,0.5317,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0745,-1.884014,30.079139,Gasabo,Kinyinya,1,4,3.4,piped,high,middle,0.0468,Low,"['High number of children under 5', 'Low household income']"
HH0746,-1.97349,30.123174,Gasabo,Kinyinya,1,4,2.5,protected_well,high,low,0.2457,Low,"['Low household income', 'High number of children under 5', 'Unsafe water source']"
HH0747,-1.964231,30.175565,Gasabo,Gisozi,1,3,2.6,unprotected_well,high,middle,0.1888,Low,"['Unsafe water source', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0748,-1.906336,30.145447,Gasabo,Gisozi,0,2,2.7,unprotected_well,low,middle,0.7189,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0749,-1.904528,30.165701,Gasabo,Jali,1,2,2.0,protected_well,high,middle,0.1026,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0750,-1.87667,30.033664,Gasabo,Jabana,1,3,2.8,piped,high,middle,0.0474,Low,"['High number of children under 5', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0751,-1.946237,30.099317,Gasabo,Kinyinya,1,3,2.3,protected_well,medium,high,0.1307,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0752,-1.967303,30.122032,Gasabo,Jabana,1,1,2.9,piped,medium,middle,0.0813,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0753,-1.882135,30.045002,Gasabo,Jali,1,1,2.0,protected_well,medium,middle,0.1769,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0754,-1.917339,30.078199,Gasabo,Ndera,1,3,2.7,piped,low,middle,0.368,Medium,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0755,-1.972537,30.116539,Gasabo,Jali,1,4,2.3,unprotected_well,medium,high,0.2953,Low,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0756,-1.869853,30.165165,Gasabo,Kinyinya,1,4,3.3,piped,medium,middle,0.113,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0757,-1.948614,30.12449,Gasabo,Ndera,1,1,3.3,unprotected_well,high,middle,0.123,Low,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH0758,-1.881552,30.099291,Gasabo,Ndera,0,3,1.4,unprotected_well,low,low,0.8771,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0759,-1.95811,30.117507,Gasabo,Jali,1,0,2.4,piped,high,low,0.0897,Low,"['Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0760,-1.838346,30.040594,Gasabo,Kinyinya,0,5,3.3,unprotected_well,medium,middle,0.4569,Medium,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH0761,-1.830382,30.166289,Gasabo,Ndera,0,3,2.0,piped,high,low,0.1638,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0762,-1.865232,30.048663,Gasabo,Jali,1,3,3.5,protected_well,medium,middle,0.1527,Low,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH0763,-1.964703,30.04297,Gasabo,Jali,1,5,3.0,protected_well,low,high,0.3683,Medium,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0764,-1.82999,30.079796,Gasabo,Kinyinya,0,0,1.8,surface,low,low,0.8844,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0765,-1.876961,30.138886,Gasabo,Jali,1,4,3.4,unprotected_well,medium,low,0.6918,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0766,-1.831489,30.14081,Gasabo,Jali,0,0,3.0,unprotected_well,low,low,0.7789,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0767,-1.913808,30.153548,Gasabo,Jali,1,0,1.1,piped,low,low,0.7142,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0768,-1.93665,30.040506,Gasabo,Jabana,0,5,2.5,piped,low,middle,0.4779,Medium,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0769,-1.917655,30.130609,Gasabo,Gisozi,1,4,2.0,unprotected_well,medium,low,0.7562,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0770,-1.890676,30.067751,Gasabo,Jabana,1,2,1.6,protected_well,medium,low,0.5184,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0771,-1.815904,30.1064,Gasabo,Jali,1,5,3.5,protected_well,medium,middle,0.1991,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0772,-1.845116,30.106084,Gasabo,Gisozi,0,0,3.0,protected_well,low,low,0.6595,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH0773,-1.8919,30.177162,Gasabo,Ndera,0,5,2.8,unprotected_well,medium,middle,0.4785,Medium,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH0774,-1.884703,30.113402,Gasabo,Jabana,1,4,3.0,piped,high,middle,0.0468,Low,"['High number of children under 5', 'Low household income']"
HH0775,-1.963049,30.140642,Gasabo,Jabana,1,2,2.5,protected_well,medium,high,0.1096,Low,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0776,-1.918883,30.097608,Gasabo,Jabana,1,4,1.9,piped,medium,middle,0.1767,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0777,-1.865124,30.071708,Gasabo,Kinyinya,1,2,1.8,protected_well,medium,high,0.1436,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Unsafe water source']"
HH0778,-1.870462,30.119915,Gasabo,Jali,1,2,2.2,protected_well,medium,middle,0.1843,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0779,-1.921748,30.075318,Gasabo,Ndera,1,0,2.3,unprotected_well,medium,middle,0.3163,Low,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0780,-1.958983,30.157654,Gasabo,Ndera,1,1,1.5,piped,low,low,0.7106,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0781,-1.881975,30.114195,Gasabo,Ndera,0,2,3.1,surface,high,middle,0.3461,Low,"['Unsafe water source', 'Low household income', 'High number of children under 5']"
HH0782,-1.857491,30.139684,Gasabo,Jali,1,0,2.8,piped,medium,high,0.0517,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0783,-1.928693,30.051109,Gasabo,Gisozi,1,1,2.8,protected_well,medium,high,0.0858,Low,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0784,-1.861001,30.076962,Gasabo,Jabana,1,1,1.9,piped,high,middle,0.07,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0785,-1.933309,30.057288,Gasabo,Jali,1,2,1.1,piped,medium,low,0.4208,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0786,-1.839424,30.036408,Gasabo,Jabana,0,2,2.3,piped,low,low,0.6761,High,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0787,-1.97063,30.054139,Gasabo,Jali,0,5,3.1,protected_well,low,low,0.7594,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0788,-1.928242,30.053389,Gasabo,Jabana,0,0,2.6,unprotected_well,low,low,0.7981,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0789,-1.847331,30.156349,Gasabo,Jali,0,3,2.7,protected_well,low,middle,0.5184,Medium,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH0790,-1.926625,30.121839,Gasabo,Gisozi,0,1,3.0,protected_well,low,high,0.227,Low,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH0791,-1.935355,30.081509,Gasabo,Ndera,1,1,3.5,protected_well,medium,low,0.324,Low,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH0792,-1.870103,30.165764,Gasabo,Jabana,1,0,2.3,piped,medium,high,0.0726,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0793,-1.965871,30.138789,Gasabo,Jali,1,5,1.7,protected_well,high,low,0.3617,Medium,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0794,-1.967707,30.100836,Gasabo,Gisozi,1,0,2.4,protected_well,high,middle,0.0662,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0795,-1.950105,30.11161,Gasabo,Gisozi,1,1,1.5,piped,high,middle,0.0871,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0796,-1.875662,30.159875,Gasabo,Ndera,1,1,1.7,protected_well,high,low,0.2193,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0797,-1.854089,30.087192,Gasabo,Jali,1,1,1.6,piped,medium,low,0.3271,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0798,-1.921153,30.138735,Gasabo,Jabana,1,5,3.2,protected_well,medium,middle,0.1991,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0799,-1.864948,30.186141,Gasabo,Kinyinya,1,5,1.3,piped,high,low,0.2717,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0800,-1.837202,30.163015,Gasabo,Gisozi,0,2,3.0,unprotected_well,medium,low,0.6394,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0801,-1.87014,30.168664,Gasabo,Gisozi,1,3,2.5,piped,medium,high,0.0883,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0802,-1.874824,30.051277,Gasabo,Ndera,0,0,1.0,surface,low,low,0.917,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0803,-1.832075,30.053268,Gasabo,Jali,1,4,3.5,piped,medium,middle,0.113,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0804,-1.827191,30.059812,Gasabo,Kinyinya,0,5,1.7,surface,low,middle,0.8938,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0805,-1.829026,30.07753,Gasabo,Kinyinya,1,5,3.3,piped,high,high,0.0344,Low,['High number of children under 5']
HH0806,-1.815533,30.116591,Gasabo,Kinyinya,1,5,3.1,piped,high,high,0.0344,Low,['High number of children under 5']
HH0807,-1.887794,30.167851,Gasabo,Jali,1,2,2.4,piped,high,middle,0.0566,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0808,-1.84569,30.173889,Gasabo,Jabana,1,3,2.6,piped,high,high,0.0369,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0809,-1.897125,30.068191,Gasabo,Gisozi,1,4,3.2,piped,high,middle,0.0468,Low,"['High number of children under 5', 'Low household income']"
HH0810,-1.945722,30.16174,Gasabo,Jali,1,1,1.5,piped,low,high,0.2514,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0811,-1.969711,30.123633,Gasabo,Kinyinya,1,0,1.9,protected_well,high,high,0.0667,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0812,-1.91922,30.148679,Gasabo,Gisozi,1,5,2.0,piped,medium,middle,0.1902,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0813,-1.964588,30.118006,Gasabo,Gisozi,1,1,2.2,piped,medium,middle,0.1152,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0814,-1.841374,30.100741,Gasabo,Kinyinya,1,5,3.2,piped,medium,high,0.084,Low,"['Poor sanitation', 'High number of children under 5']"
HH0815,-1.913775,30.073788,Gasabo,Kinyinya,0,5,1.2,surface,medium,low,0.8777,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH0816,-1.836896,30.032067,Gasabo,Gisozi,0,3,1.3,unprotected_well,low,low,0.8813,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
